CodOp,NomePrograma,EixoPrioritario,TxCofinanciamentoFinal,ObjetivoTematico,PrioridadeInvestimento,DesignacaoOperacao,SiglaFundoOperacao,BeneficiarioOperacao,DataPrevIn,DataPrevFim,CustoTotalElegivelAprovado,ApoioTotalAprovado,Pais,DesignacaoNUTSII_Dominante,DesignacaoNUTSIII_Dominante,ConcelhoDominante,FreguesiaDominante,CodigoDomínioIntervencaoDominante,ResumoDaOperacao
POISE-01-3524-FSE-000026,PO Inclusão Social e Emprego,01 - Promover a sustentabilidade e a qualidade do emprego,85%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"05 - Adaptação dos trabalhadores, das empresas e dos empresários à mudança ",Vida Ativa para desempregados,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",20-01-2014,16-12-2016,5842774.99,4966358.74,PT,Norte,,,,V01106,"Visa potenciar o regresso ao mercado de trabalho dos desempregados inscritos no SPE, através do desenvolvimento de percursos de formação modular, com base em UFCD, preferencialmente do CNQ, para a aquisição de competências tecnológicas, pessoais e empreendedoras, que capitalizem, para a obtenção de uma qualificação profissional; FPCT que complemente o percurso de formação ou as competências adquiridas; processos RVCC que certifiquem competências"
POISE-01-3524-FSE-000027,PO Inclusão Social e Emprego,01 - Promover a sustentabilidade e a qualidade do emprego,85%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"05 - Adaptação dos trabalhadores, das empresas e dos empresários à mudança ",Vida Ativa para desempregados,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",24-01-2014,21-12-2016,1755310.23,1492013.7,PT,Centro,Oeste,Caldas da Rainha,,V01106,"Visa potenciar o regresso ao mercado de trabalho dos desempregados inscritos no SPE, através do desenvolvimento de percursos de formação modular, com base em UFCD, preferencialmente do CNQ, para a aquisição de competências tecnológicas, pessoais e empreendedoras, que capitalizem, para a obtenção de uma qualificação profissional; FPCT que complemente o percurso de formação ou as competências adquiridas em diversos contextos"
POISE-01-3524-FSE-000028,PO Inclusão Social e Emprego,01 - Promover a sustentabilidade e a qualidade do emprego,85%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"05 - Adaptação dos trabalhadores, das empresas e dos empresários à mudança ",Vida Ativa para desempregados,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",03-02-2014,22-12-2016,3362872.2,2858441.37,PT,Norte,Área Metropolitana do Porto,Vila Nova de Gaia,,V01106,"Visa potenciar o regresso ao mercado de trabalho dos desempregados inscritos no SPE, através do desenvolvimento de percursos de formação modular, com base em UFCD, preferencialmente do CNQ, para a aquisição de competências tecnológicas, pessoais e empreendedoras, que capitalizem, para a obtenção de uma qualificação profissional; FPCT que complemente o percurso de formação ou as competências adquiridas em diversos contextos e processos RVCC."
POISE-01-3524-FSE-000029,PO Inclusão Social e Emprego,01 - Promover a sustentabilidade e a qualidade do emprego,85%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"05 - Adaptação dos trabalhadores, das empresas e dos empresários à mudança ",Vida Ativa para desempregados,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",28-01-2014,21-10-2016,1715643.67,1458297.12,PT,Centro,Oeste,Torres Vedras,,V01106,"Visa potenciar o regresso ao mercado de trabalho dos desempregados inscritos no SPE, através do desenvolvimento de percursos de formação modular, com base em UFCD, preferencialmente do CNQ, para a aquisição de competências tecnológicas, pessoais e empreendedoras, que capitalizem, para a obtenção de uma qualificação profissional; FPCT que complemente o percurso de formação ou as competências adquiridas em diversos contextos."
POISE-01-3524-FSE-000030,PO Inclusão Social e Emprego,01 - Promover a sustentabilidade e a qualidade do emprego,85%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"05 - Adaptação dos trabalhadores, das empresas e dos empresários à mudança ",Vida Ativa para desempregados,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",17-02-2014,22-12-2016,3975668.77,3379318.45,PT,Norte,,,,V01106,"Visa potenciar o regresso ao mercado de trabalho dos desempregados inscritos no SPE, através do desenvolvimento de percursos de formação modular, com base em UFCD, preferencialmente do CNQ, para a aquisição de competências tecnológicas, pessoais e empreendedoras, que capitalizem, para a obtenção de uma qualificação profissional; FPCT que complemente o percurso de formação ou as competências adquiridas em diversos contextos; processos RVCC."
POISE-01-3524-FSE-000031,PO Inclusão Social e Emprego,01 - Promover a sustentabilidade e a qualidade do emprego,85%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"05 - Adaptação dos trabalhadores, das empresas e dos empresários à mudança ",Vida Ativa para desempregados,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",21-01-2014,21-12-2016,2138455.07,1817686.81,PT,Alentejo,Lezíria do Tejo,Santarém,,V01106,"Visa potenciar o regresso ao mercado de trabalho dos desempregados inscritos no SPE, através do desenvolvimento de percursos de formação modular, com base em UFCD, preferencialmente do CNQ, para a aquisição de competências tecnológicas, pessoais e empreendedoras, que capitalizem, para a obtenção de uma qualificação profissional; FPCT que complemente o percurso de formação ou as competências adquiridas em diversos contextos."
POISE-01-3524-FSE-000033,PO Inclusão Social e Emprego,01 - Promover a sustentabilidade e a qualidade do emprego,85%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"05 - Adaptação dos trabalhadores, das empresas e dos empresários à mudança ",Vida Ativa para desempregados,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",27-01-2014,30-09-2016,241135.0,204964.75,PT,Norte,,,,V01106,"Visa potenciar o regresso ao mercado de trabalho dos desempregados inscritos no SPE, através do desenvolvimento de percursos de formação modular, com base em UFCD, preferencialmente do CNQ, para a aquisição de competências tecnológicas, pessoais e empreendedoras, que capitalizem, para a obtenção de uma qualificação profissional; FPCT que complemente o percurso de formação ou as competências adquiridas em diversos contextos; "
POISE-01-3524-FSE-001919,PO Inclusão Social e Emprego,01 - Promover a sustentabilidade e a qualidade do emprego,85%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"05 - Adaptação dos trabalhadores, das empresas e dos empresários à mudança ",Vida Ativa para desempregados,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",01-09-2016,31-08-2019,26412276.13,22450434.71,PT,Norte,,,,V01106,"Potenciar o regresso ao mercado de trabalho dos desempregados inscritos no SPE, através do desenvolvimento de percursos de formação modular com base em UFCD, que visem a aquisição de competências tecnológicas, pessoais e empreendedoras, capitalizáveis para a obtenção de uma qualificação; e de FPCT, que complemente o percurso de formação ou competências adquiridas em diversos contextos."
POISE-01-3524-FSE-001922,PO Inclusão Social e Emprego,01 - Promover a sustentabilidade e a qualidade do emprego,85%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"05 - Adaptação dos trabalhadores, das empresas e dos empresários à mudança ",Vida Ativa para desempregados,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",01-06-2016,31-05-2019,16604160.04,14113536.03,PT,Centro,,,,V01106,"Potenciar o regresso ao mercado de trabalho dos desempregados inscritos no SPE, através do desenvolvimento de percursos de formação modular com base em UFCD, que visem a aquisição de competências tecnológicas, pessoais e empreendedoras, capitalizáveis para a obtenção de uma qualificação; e de FPCT, que complemente o percurso de formação ou competências adquiridas em diversos contextos."
POISE-01-3524-FSE-001924,PO Inclusão Social e Emprego,01 - Promover a sustentabilidade e a qualidade do emprego,85%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"05 - Adaptação dos trabalhadores, das empresas e dos empresários à mudança ",Vida Ativa para desempregados,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",17-10-2016,16-10-2019,6368678.17,5413376.44,PT,Alentejo,,,,V01106,"Potenciar o regresso ao mercado de trabalho dos desempregados inscritos no SPE, através do desenvolvimento de percursos de formação modular com base em UFCD, que visem a aquisição de competências tecnológicas, pessoais e empreendedoras, capitalizáveis para a obtenção de uma qualificação; e de FPCT, que complemente o percurso de formação ou competências adquiridas em diversos contextos."
POISE-02-3220-FSE-000001,PO Inclusão Social e Emprego,02 - Iniciativa Emprego Jovem,92%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"02 - Integração sustentável dos jovens no mercado de trabalho, em especial os que não trabalham, não estudam, nem se encontram em formação, incluindo os jovens em risco de exclusão social e os jovens de comunidades marginalizadas, inclusive através da execução da Garantia para a Juventude ",Estágios Iniciativa Emprego Jovem,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",01-01-2014,31-12-2015,78163775.91,71910673.84,PT,Norte,,,,V01103,"Medida que visa complementar e desenvolver as competências dos jovens que procuram um primeiro ou um novo emprego, de forma a melhorar o seu perfil de empregabilidade, através da aquisição de novas formações e competências junto das empresas, com vista à criação de emprego, nomeadamente em novas áreas profissionais tendo como objetivo o apoio à transição entre o sistema de qualificações e o mercado de trabalho."
POISE-02-3220-FSE-000002,PO Inclusão Social e Emprego,02 - Iniciativa Emprego Jovem,92%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"02 - Integração sustentável dos jovens no mercado de trabalho, em especial os que não trabalham, não estudam, nem se encontram em formação, incluindo os jovens em risco de exclusão social e os jovens de comunidades marginalizadas, inclusive através da execução da Garantia para a Juventude ",Estágios Iniciativa Emprego Jovem,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",01-01-2014,31-12-2015,49161181.16,45228286.67,PT,Centro,,,,V01103,"Medida que visa complementar e desenvolver as competências dos jovens que procuram um primeiro ou um novo emprego, de forma a melhorar o seu perfil de empregabilidade, através da aquisição de novas formações e competências junto das empresas, com vista à criação de emprego, nomeadamente em novas áreas profissionais tendo como objetivo o apoio à transição entre o sistema de qualificações e o mercado de trabalho."
POISE-02-3220-FSE-000003,PO Inclusão Social e Emprego,02 - Iniciativa Emprego Jovem,92%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"02 - Integração sustentável dos jovens no mercado de trabalho, em especial os que não trabalham, não estudam, nem se encontram em formação, incluindo os jovens em risco de exclusão social e os jovens de comunidades marginalizadas, inclusive através da execução da Garantia para a Juventude ",Estágios Iniciativa Emprego Jovem,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",14-02-2014,31-12-2015,50329971.08,46303573.39,PT,Área Metropolitana de Lisboa,,,,V01103,"Medida que visa complementar e desenvolver as competências dos jovens que procuram um primeiro ou um novo emprego, de forma a melhorar o seu perfil de empregabilidade, através da aquisição de novas formações e competências junto das empresas, com vista à criação de emprego, nomeadamente em novas áreas profissionais tendo como objetivo o apoio à transição entre o sistema de qualificações e o mercado de trabalho."
POISE-02-3220-FSE-000004,PO Inclusão Social e Emprego,02 - Iniciativa Emprego Jovem,92%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"02 - Integração sustentável dos jovens no mercado de trabalho, em especial os que não trabalham, não estudam, nem se encontram em formação, incluindo os jovens em risco de exclusão social e os jovens de comunidades marginalizadas, inclusive através da execução da Garantia para a Juventude ",Estágios Iniciativa Emprego Jovem,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",17-02-2014,31-12-2015,16836270.32,15489368.69,PT,Alentejo,,,,V01103,"Medida que visa complementar e desenvolver as competências dos jovens que procuram um primeiro ou um novo emprego, de forma a melhorar o seu perfil de empregabilidade, através da aquisição de novas formações e competências junto das empresas, com vista à criação de emprego, nomeadamente em novas áreas profissionais tendo como objetivo o apoio à transição entre o sistema de qualificações e o mercado de trabalho."
POISE-02-3220-FSE-000005,PO Inclusão Social e Emprego,02 - Iniciativa Emprego Jovem,92%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"02 - Integração sustentável dos jovens no mercado de trabalho, em especial os que não trabalham, não estudam, nem se encontram em formação, incluindo os jovens em risco de exclusão social e os jovens de comunidades marginalizadas, inclusive através da execução da Garantia para a Juventude ",Estágios Iniciativa Emprego Jovem,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",01-02-2014,31-12-2015,8697729.38,8001911.03,PT,Algarve,,,,V01103,"Medida que visa complementar e desenvolver as competências dos jovens que procuram um primeiro ou um novo emprego, de forma a melhorar o seu perfil de empregabilidade, através da aquisição de novas formações e competências junto das empresas, com vista à criação de emprego, nomeadamente em novas áreas profissionais tendo como objetivo o apoio à transição entre o sistema de qualificações e o mercado de trabalho. "
